ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
26933	"gene-Ppdpf"	"Ppdpf"	chrNC_000068.8	+	180829342	180829529	180829039	180829247	180829601	180829679
26934	"gene-Ppdpf"	"Ppdpf"	chrNC_000068.8	+	180829457	180829529	180829039	180829247	180829601	180829679
26936	"gene-Rhbdd1"	"Rhbdd1"	chrNC_000067.7	+	82318039	82318551	82294177	82294369	82320450	82320583
26938	"gene-Echdc2"	"Echdc2"	chrNC_000070.7	+	108029285	108029372	108027057	108027423	108030991	108031048
26939	"gene-Echdc2"	"Echdc2"	chrNC_000070.7	+	108029935	108030169	108029285	108029372	108030991	108031048
26940	"gene-Echdc2"	"Echdc2"	chrNC_000070.7	+	108030076	108030169	108029285	108029372	108030991	108031048
26941	"gene-Echdc2"	"Echdc2"	chrNC_000070.7	+	108030991	108031048	108027057	108027423	108031183	108031371
26943	"gene-Echdc2"	"Echdc2"	chrNC_000070.7	+	108035567	108035615	108034269	108034320	108036103	108036505
26944	"gene-Stmn3"	"Stmn3"	chrNC_000068.8	-	180950513	180950689	180949008	180949200	180950939	180951035
26945	"gene-Lime1"	"Lime1"	chrNC_000068.8	+	181024591	181024953	181024408	181024496	181025050	181025421
26950	"gene-Suds3"	"Suds3"	chrNC_000071.7	-	117236335	117236441	117232974	117233059	117237365	117237387
26951	"gene-Suds3"	"Suds3"	chrNC_000071.7	-	117237365	117237387	117236335	117236441	117237541	117237603
26953	"gene-Suds3"	"Suds3"	chrNC_000071.7	-	117250874	117250944	117247822	117247878	117253736	117254058
26954	"gene-Zfp219"	"Zfp219"	chrNC_000080.7	-	52247426	52247515	52245684	52247119	52248238	52251522
26960	"gene-Zfp219"	"Zfp219"	chrNC_000080.7	-	52252404	52252552	52247426	52247515	52257204	52257531
26964	"gene-2310022B05Rik"	"2310022B05Rik"	chrNC_000074.7	-	125378109	125378160	125365829	125366354	125389586	125390108
26965	"gene-Fhip1a"	"Fhip1a"	chrNC_000069.7	-	85637565	85638192	85629698	85629857	85648457	85648681
26966	"gene-Prelid3b"	"Prelid3b"	chrNC_000068.8	-	174308518	174308621	174306883	174307729	174310090	174310180
26967	"gene-Prelid3b"	"Prelid3b"	chrNC_000068.8	-	174308732	174308803	174308518	174308621	174310090	174310180
26968	"gene-Prelid3b"	"Prelid3b"	chrNC_000068.8	-	174310090	174310180	174308732	174308803	174311129	174311298
26970	"gene-Rgs19"	"Rgs19"	chrNC_000068.8	-	181333025	181333147	181331494	181331569	181333282	181333388
26972	"gene-Rgs19"	"Rgs19"	chrNC_000068.8	-	181333282	181333388	181331494	181331569	181335671	181335770
26974	"gene-Rgs19"	"Rgs19"	chrNC_000068.8	-	181333282	181333388	181333025	181333147	181335477	181335690
26978	"gene-Tmed2"	"Tmed2"	chrNC_000071.7	+	124681034	124681227	124678834	124679104	124684958	124685066
26982	"gene-Blmh"	"Blmh"	chrNC_000077.7	+	76837067	76837265	76836481	76836719	76841869	76842011
26983	"gene-Blmh"	"Blmh"	chrNC_000077.7	+	76840785	76840895	76837067	76837265	76841869	76842011
26986	"gene-Nsun4"	"Nsun4"	chrNC_000070.7	-	115901881	115902036	115897265	115897426	115905526	115905861
26997	"gene-Megf9"	"Megf9"	chrNC_000070.7	-	70353453	70353723	70350163	70351768	70366899	70367043
26998	"gene-Megf9"	"Megf9"	chrNC_000070.7	-	70406367	70406569	70374097	70374237	70452464	70453165
27001	"gene-Cd59a"	"Cd59a"	chrNC_000068.8	+	103934515	103934594	103926176	103926272	103941084	103941189
27002	"gene-Lonrf2"	"Lonrf2"	chrNC_000067.7	-	38857142	38857265	38855045	38855201	38860227	38860346
27006	"gene-Fnip1"	"Fnip1"	chrNC_000077.7	+	54356912	54357039	54328070	54329214	54366457	54366592
27008	"gene-Fnip1"	"Fnip1"	chrNC_000077.7	+	54391345	54391515	54390236	54390383	54393084	54394501
27009	"gene-Gpn1"	"Gpn1"	chrNC_000071.7	+	31663536	31663576	31662296	31662379	31664817	31664908
27010	"gene-Gpn1"	"Gpn1"	chrNC_000071.7	+	31664817	31664908	31662296	31662379	31666642	31666750
27012	"gene-D5Ertd579e"	"D5Ertd579e"	chrNC_000071.7	-	36765281	36765390	36757826	36760147	36770589	36773878
27013	"gene-D5Ertd579e"	"D5Ertd579e"	chrNC_000071.7	-	36765281	36765429	36757826	36760147	36770589	36773878
27015	"gene-D5Ertd579e"	"D5Ertd579e"	chrNC_000071.7	-	36830091	36830586	36787000	36787135	36853198	36853295
27017	"gene-Wtap"	"Wtap"	chrNC_000083.7	-	13188291	13188446	13185685	13186938	13194182	13194361
27018	"gene-Wtap"	"Wtap"	chrNC_000083.7	-	13199708	13199836	13189906	13194361	13200636	13200695
27019	"gene-Wtap"	"Wtap"	chrNC_000083.7	-	13200636	13200695	13189906	13194361	13202343	13202399
27028	"gene-Slc2a4"	"Slc2a4"	chrNC_000077.7	-	69836894	69837019	69836663	69836779	69837111	69837284
27029	"gene-Slc2a4"	"Slc2a4"	chrNC_000077.7	-	69837111	69837284	69836663	69836779	69837393	69837510
27044	"gene-Cluap1"	"Cluap1"	chrNC_000082.7	+	3755422	3755478	3751570	3751678	3758631	3760163
27045	"gene-Cluap1"	"Cluap1"	chrNC_000082.7	+	3755426	3755478	3751570	3751678	3758631	3760163
27047	"gene-Top1"	"Top1"	chrNC_000068.8	+	160512019	160512122	160488527	160488552	160524570	160524694
27048	"gene-Top1"	"Top1"	chrNC_000068.8	+	160524570	160524694	160512019	160512122	160526367	160526423
27049	"gene-Top1"	"Top1"	chrNC_000068.8	+	160526367	160526423	160512019	160512122	160529567	160529663
27051	"gene-Top1"	"Top1"	chrNC_000068.8	+	160535615	160535722	160532196	160532272	160540043	160540159
27053	"gene-Top1"	"Top1"	chrNC_000068.8	+	160556965	160557034	160556000	160556186	160557632	160557747
27056	"gene-Mrps28"	"Mrps28"	chrNC_000069.7	-	8965045	8965227	8867205	8867474	8988646	8988917
27061	"gene-Sntb1"	"Sntb1"	chrNC_000081.7	-	55612583	55612791	55539699	55539839	55655429	55655646
27062	"gene-Sdha"	"Sdha"	chrNC_000079.7	-	74481140	74481309	74480217	74480413	74482416	74482541
27064	"gene-Mknk1"	"Mknk1"	chrNC_000070.7	+	115705416	115705559	115695139	115696478	115714228	115714330
27070	"gene-Ptprj"	"Ptprj"	chrNC_000068.8	-	90294807	90295071	90293424	90293682	90298593	90298806
27072	"gene-Fsd1l"	"Fsd1l"	chrNC_000070.7	+	53655740	53655763	53649791	53649893	53679793	53680003
27074	"gene-Fsd1l"	"Fsd1l"	chrNC_000070.7	+	53659512	53659634	53655740	53655763	53679793	53680003
27075	"gene-Fsd1l"	"Fsd1l"	chrNC_000070.7	+	53679793	53680003	53659512	53659634	53682099	53682198
27077	"gene-Fsd1l"	"Fsd1l"	chrNC_000070.7	+	53687206	53687239	53686387	53686517	53693986	53694084
27079	"gene-Fsd1l"	"Fsd1l"	chrNC_000070.7	+	53693983	53694084	53686387	53686517	53694607	53694859
27080	"gene-Fsd1l"	"Fsd1l"	chrNC_000070.7	+	53693986	53694084	53686387	53686517	53694607	53694859
27081	"gene-Fsd1l"	"Fsd1l"	chrNC_000070.7	+	53694607	53694859	53693983	53694084	53696889	53696978
27082	"gene-Prrt2"	"Prrt2"	chrNC_000073.7	-	126618566	126619527	126618055	126618188	126620176	126620256
27083	"gene-Pprc1"	"Pprc1"	chrNC_000085.7	+	46050579	46050729	46049841	46050015	46050840	46050933
27084	"gene-Pprc1"	"Pprc1"	chrNC_000085.7	+	46050579	46050729	46049841	46050015	46051050	46053919
27085	"gene-Pprc1"	"Pprc1"	chrNC_000085.7	+	46050582	46050729	46049841	46050015	46050840	46050933
27086	"gene-Pprc1"	"Pprc1"	chrNC_000085.7	+	46050582	46050729	46049841	46050015	46051050	46053919
27087	"gene-Pprc1"	"Pprc1"	chrNC_000085.7	+	46050840	46050933	46049841	46050015	46051050	46053919
27088	"gene-Pprc1"	"Pprc1"	chrNC_000085.7	+	46050840	46050933	46050579	46050729	46051050	46053919
27089	"gene-Pprc1"	"Pprc1"	chrNC_000085.7	+	46050840	46050942	46049841	46050015	46051050	46053919
27090	"gene-Pprc1"	"Pprc1"	chrNC_000085.7	+	46050840	46050942	46050579	46050729	46051050	46053919
27091	"gene-Pprc1"	"Pprc1"	chrNC_000085.7	+	46055667	46055725	46054102	46054156	46056456	46056527
27092	"gene-Pprc1"	"Pprc1"	chrNC_000085.7	+	46056456	46056527	46055667	46055725	46057477	46058207
27093	"gene-Pprc1"	"Pprc1"	chrNC_000085.7	+	46056459	46056527	46055667	46055725	46057477	46058207
27094	"gene-Pprc1"	"Pprc1"	chrNC_000085.7	+	46060621	46060773	46060140	46060262	46060987	46061243
27095	"gene-Zbtb10"	"Zbtb10"	chrNC_000069.7	+	9345015	9345192	9343313	9343412	9345350	9345523
27099	"gene-Adra1a"	"Adra1a"	chrNC_000080.7	+	66964894	66965280	66874138	66875909	67008033	67009549
27102	"gene-Efcab7"	"Efcab7"	chrNC_000070.7	+	99719626	99719817	99717695	99717772	99732648	99732735
27103	"gene-Efcab7"	"Efcab7"	chrNC_000070.7	+	99719629	99719817	99717670	99717772	99732648	99732735
27108	"gene-Efcab7"	"Efcab7"	chrNC_000070.7	+	99757733	99757891	99746056	99746198	99758840	99758974
27109	"gene-Marchf6"	"Marchf6"	chrNC_000081.7	-	31465399	31465532	31462087	31462223	31467835	31467925
27110	"gene-Marchf6"	"Marchf6"	chrNC_000081.7	-	31469688	31469823	31467835	31467925	31471762	31471944
27111	"gene-Marchf6"	"Marchf6"	chrNC_000081.7	-	31486069	31486144	31485091	31485226	31486227	31486296
27112	"gene-Eif4b"	"Eif4b"	chrNC_000081.7	+	101994437	101994492	101993113	101993230	101997050	101997188
27113	"gene-Eif4b"	"Eif4b"	chrNC_000081.7	+	101994939	101995074	101994437	101994492	101997050	101997188
27114	"gene-Pag1"	"Pag1"	chrNC_000069.7	-	9769763	9769815	9767017	9767114	9771142	9771349
27115	"gene-Pag1"	"Pag1"	chrNC_000069.7	-	9771142	9771349	9767017	9767114	9817472	9817546
27121	"gene-Elp6"	"Elp6"	chrNC_000075.7	+	110141636	110141707	110139162	110139241	110143043	110143162
27122	"gene-Elp6"	"Elp6"	chrNC_000075.7	+	110144818	110145020	110143043	110143162	110149882	110151170
27123	"gene-Elp6"	"Elp6"	chrNC_000075.7	+	110148637	110148784	110144818	110145020	110149882	110151170
27124	"gene-Camk2d"	"Camk2d"	chrNC_000069.7	+	126478308	126478368	126392714	126392809	126523055	126523110
27125	"gene-Camk2d"	"Camk2d"	chrNC_000069.7	+	126523055	126523110	126478308	126478368	126561162	126561228
27127	"gene-Camk2d"	"Camk2d"	chrNC_000069.7	+	126564433	126564506	126561162	126561228	126574008	126574111
27128	"gene-Camk2d"	"Camk2d"	chrNC_000069.7	+	126564433	126565495	126561162	126561228	126574008	126574111
27129	"gene-Camk2d"	"Camk2d"	chrNC_000069.7	+	126565422	126565495	126561162	126561228	126574008	126574111
27130	"gene-Camk2d"	"Camk2d"	chrNC_000069.7	+	126565422	126565495	126564433	126564506	126573549	126573648
27133	"gene-Camk2d"	"Camk2d"	chrNC_000069.7	+	126573549	126573648	126565422	126565495	126574008	126574111
27134	"gene-Camk2d"	"Camk2d"	chrNC_000069.7	+	126596585	126596618	126595372	126595410	126599505	126599565
27138	"gene-Camk2d"	"Camk2d"	chrNC_000069.7	+	126599505	126599565	126596585	126596618	126604287	126604336
27143	"gene-Rsbn1"	"Rsbn1"	chrNC_000069.7	+	103835666	103836340	103821411	103822469	103860952	103861090
27144	"gene-Rsbn1"	"Rsbn1"	chrNC_000069.7	+	103835672	103836340	103821435	103822469	103860952	103861090
27147	"gene-Zfand1"	"Zfand1"	chrNC_000069.7	-	10413569	10413612	10412224	10412471	10416228	10416383
27149	"gene-P2rx6"	"P2rx6"	chrNC_000082.7	+	17385301	17385377	17382819	17382891	17385569	17385663
27152	"gene-Map1s"	"Map1s"	chrNC_000074.7	+	71363588	71363693	71358617	71358771	71365156	71365297
27155	"gene-Septin5"	"Septin5"	chrNC_000082.7	-	18442070	18442167	18441854	18441990	18442860	18442962
27156	"gene-Ctsf"	"Ctsf"	chrNC_000085.7	+	4905725	4905824	4905152	4905514	4906097	4906182
27157	"gene-Ctsf"	"Ctsf"	chrNC_000085.7	+	4905725	4905824	4905152	4905514	4906539	4906615
27158	"gene-Ctsf"	"Ctsf"	chrNC_000085.7	+	4909629	4909694	4909430	4909550	4909785	4909876
27160	"gene-Gm5095"	"Gm5095"	chrNC_000084.7	+	47851470	47851569	47849164	47849234	47851658	47851703
27164	"gene-Mllt10"	"Mllt10"	chrNC_000068.8	+	18069845	18070005	18069367	18069649	18075935	18076015
27165	"gene-Mllt10"	"Mllt10"	chrNC_000068.8	+	18075935	18076015	18069845	18070005	18127055	18127159
27176	"gene-Mllt10"	"Mllt10"	chrNC_000068.8	+	18114592	18114702	18075935	18076015	18151587	18151683
27178	"gene-Mllt10"	"Mllt10"	chrNC_000068.8	+	18114592	18114702	18106268	18106323	18128529	18128623
27180	"gene-Mllt10"	"Mllt10"	chrNC_000068.8	+	18127055	18127159	18106268	18106323	18128529	18128623
27181	"gene-Mllt10"	"Mllt10"	chrNC_000068.8	+	18127055	18127159	18114592	18114702	18128529	18128623
27182	"gene-Mllt10"	"Mllt10"	chrNC_000068.8	+	18128529	18128623	18114592	18114702	18151587	18151683
27184	"gene-Mllt10"	"Mllt10"	chrNC_000068.8	+	18130944	18131040	18128529	18128623	18164266	18164522
27186	"gene-Mllt10"	"Mllt10"	chrNC_000068.8	+	18151587	18151683	18128529	18128623	18164266	18164522
27187	"gene-Mllt10"	"Mllt10"	chrNC_000068.8	+	18151587	18151683	18130944	18131040	18164266	18164522
27188	"gene-Mllt10"	"Mllt10"	chrNC_000068.8	+	18164266	18164522	18151587	18151683	18167127	18167697
27189	"gene-Mllt10"	"Mllt10"	chrNC_000068.8	+	18167127	18167697	18151587	18151683	18175064	18175109
27190	"gene-Mllt10"	"Mllt10"	chrNC_000068.8	+	18175064	18175109	18151587	18151683	18191028	18191207
27192	"gene-Mllt10"	"Mllt10"	chrNC_000068.8	+	18191028	18191207	18151587	18151683	18201393	18201511
27193	"gene-Mllt10"	"Mllt10"	chrNC_000068.8	+	18191028	18191207	18175853	18175886	18201393	18201511
27194	"gene-Mllt10"	"Mllt10"	chrNC_000068.8	+	18212593	18212690	18211590	18211955	18213560	18213758
27200	"gene-E2f5"	"E2f5"	chrNC_000069.7	+	14667707	14667772	14666062	14666106	14668697	14668965
27201	"gene-Galnt7"	"Galnt7"	chrNC_000074.7	-	57984635	57984764	57976858	57979285	57985661	57985760
27202	"gene-Stx17"	"Stx17"	chrNC_000070.7	+	48131764	48131949	48124911	48124958	48158810	48159033
27204	"gene-Stx17"	"Stx17"	chrNC_000070.7	+	48137655	48137807	48132337	48132538	48140419	48140485
27205	"gene-Stx17"	"Stx17"	chrNC_000070.7	+	48140419	48140485	48131764	48131949	48158810	48159033
27206	"gene-Stx17"	"Stx17"	chrNC_000070.7	+	48158810	48159033	48140419	48140485	48166927	48167043
27208	"gene-Ranbp2"	"Ranbp2"	chrNC_000076.7	+	58320263	58320442	58319718	58319805	58321501	58321703
27209	"gene-Ranbp2"	"Ranbp2"	chrNC_000076.7	+	58324394	58324496	58321501	58321703	58326431	58326577
27210	"gene-Ranbp2"	"Ranbp2"	chrNC_000076.7	+	58328623	58328958	58328232	58328506	58329484	58329977
27213	"gene-Telo2"	"Telo2"	chrNC_000083.7	-	25320613	25320678	25320272	25320388	25320984	25321084
27214	"gene-Telo2"	"Telo2"	chrNC_000083.7	-	25320757	25321084	25320272	25320678	25321610	25321702
27215	"gene-Telo2"	"Telo2"	chrNC_000083.7	-	25320984	25321084	25320613	25320678	25321610	25321702
27216	"gene-Telo2"	"Telo2"	chrNC_000083.7	-	25326300	25326369	25325962	25326104	25329200	25329303
27217	"gene-Telo2"	"Telo2"	chrNC_000083.7	-	25326300	25326413	25325962	25326104	25329200	25329303
27218	"gene-Telo2"	"Telo2"	chrNC_000083.7	-	25329680	25329828	25329200	25329303	25330089	25330158
27222	"gene-Angel2"	"Angel2"	chrNC_000067.7	+	190665063	190665389	190661025	190661296	190669640	190669897
27224	"gene-Angel2"	"Angel2"	chrNC_000067.7	+	190669640	190669897	190660686	190660955	190673070	190673492
27227	"gene-Gdap1"	"Gdap1"	chrNC_000067.7	+	17215499	17215812	17214928	17215052	17217159	17217352
27228	"gene-Gdap1"	"Gdap1"	chrNC_000067.7	+	17217159	17217352	17215499	17215812	17227184	17227358
27230	"gene-Ube2n"	"Ube2n"	chrNC_000076.7	+	95377499	95377640	95377066	95377313	95378133	95379150
27243	"gene-Lrfn5"	"Lrfn5"	chrNC_000078.7	+	61716265	61716440	61569355	61571616	61897777	61897821
27244	"gene-Lrfn5"	"Lrfn5"	chrNC_000078.7	+	61814793	61814863	61716265	61716440	61846208	61846419
27246	"gene-Lrfn5"	"Lrfn5"	chrNC_000078.7	+	61814793	61814863	61716265	61716440	61897777	61897821
27248	"gene-Lrfn5"	"Lrfn5"	chrNC_000078.7	+	61846208	61846419	61814793	61814863	61886193	61887598
27249	"gene-Lrfn5"	"Lrfn5"	chrNC_000078.7	+	61886193	61887598	61569355	61571616	61897777	61897821
27250	"gene-Lrfn5"	"Lrfn5"	chrNC_000078.7	+	61886193	61887598	61716265	61716440	61897777	61897821
27251	"gene-Lrfn5"	"Lrfn5"	chrNC_000078.7	+	61886193	61887598	61814793	61814863	61897777	61897821
27253	"gene-Lrfn5"	"Lrfn5"	chrNC_000078.7	+	61890097	61890810	61886193	61887598	61897777	61897821
27256	"gene-Gatad2b"	"Gatad2b"	chrNC_000069.7	+	90248962	90249301	90225291	90231401	90255873	90256003
27257	"gene-Gatad2b"	"Gatad2b"	chrNC_000069.7	+	90256661	90256793	90255873	90256003	90257693	90257825
27258	"gene-Gatad2b"	"Gatad2b"	chrNC_000069.7	+	90263437	90263555	90262981	90263092	90265175	90269530
27259	"gene-Unc119"	"Unc119"	chrNC_000077.7	+	78238622	78238725	78238043	78238157	78238912	78239085
27260	"gene-Armc1"	"Armc1"	chrNC_000069.7	-	19198493	19198683	19189170	19189287	19203649	19203741
27263	"gene-Tmem179b"	"Tmem179b"	chrNC_000085.7	-	8750653	8750788	8750391	8750470	8750868	8750986
27264	"gene-Tmem179b"	"Tmem179b"	chrNC_000085.7	-	8750653	8750788	8750391	8750470	8751698	8751831
27265	"gene-Tmem179b"	"Tmem179b"	chrNC_000085.7	-	8750868	8750986	8750391	8750470	8751698	8751831
27266	"gene-Tmem179b"	"Tmem179b"	chrNC_000085.7	-	8750868	8750986	8750653	8750788	8751698	8751831
27267	"gene-Tmem179b"	"Tmem179b"	chrNC_000085.7	-	8750868	8751056	8750391	8750470	8751698	8751831
27268	"gene-Tmem179b"	"Tmem179b"	chrNC_000085.7	-	8750868	8751056	8750653	8750788	8751698	8751831
27269	"gene-Ccdc61"	"Ccdc61"	chrNC_000073.7	-	18627109	18627273	18626922	18626998	18627691	18627774
27270	"gene-Ccdc61"	"Ccdc61"	chrNC_000073.7	-	18627109	18627273	18626922	18626998	18627859	18628070
27271	"gene-Ccdc61"	"Ccdc61"	chrNC_000073.7	-	18627691	18627774	18626922	18626998	18627859	18628070
27272	"gene-Ccdc61"	"Ccdc61"	chrNC_000073.7	-	18627691	18627774	18627109	18627273	18627859	18628070
27273	"gene-Ccdc61"	"Ccdc61"	chrNC_000073.7	-	18627703	18627774	18627109	18627273	18627859	18628070
27274	"gene-Ccdc61"	"Ccdc61"	chrNC_000073.7	-	18637706	18637864	18637394	18637477	18644057	18644182
27278	"gene-Crppa"	"Crppa"	chrNC_000078.7	+	36526698	36526744	36523100	36523205	36551976	36552071
27279	"gene-Crppa"	"Crppa"	chrNC_000078.7	+	36597827	36597959	36571957	36572050	36738247	36739502
27284	"gene-Hipk1"	"Hipk1"	chrNC_000069.7	-	103684537	103685615	103676713	103676837	103698310	103698591
27285	"gene-F3"	"F3"	chrNC_000069.7	+	121518625	121518731	121517185	121517451	121522985	121523203
27290	"gene-Arhgef19"	"Arhgef19"	chrNC_000070.7	+	140973256	140973363	140972472	140972783	140973485	140973920
27291	"gene-Arhgef19"	"Arhgef19"	chrNC_000070.7	+	140976876	140977006	140976537	140976690	140977873	140977948
27293	"gene-Tbl1xr1"	"Tbl1xr1"	chrNC_000069.7	+	22143576	22143686	22130815	22131118	22157030	22157111
27294	"gene-Tbl1xr1"	"Tbl1xr1"	chrNC_000069.7	+	22143576	22143686	22130815	22131118	22194598	22194702
27296	"gene-Tbl1xr1"	"Tbl1xr1"	chrNC_000069.7	+	22143576	22143686	22130815	22131118	22233366	22233469
27298	"gene-Tbl1xr1"	"Tbl1xr1"	chrNC_000069.7	+	22157030	22157111	22143576	22143686	22203105	22203172
27300	"gene-Tbl1xr1"	"Tbl1xr1"	chrNC_000069.7	+	22194598	22194702	22143576	22143686	22203105	22203172
27301	"gene-Tbl1xr1"	"Tbl1xr1"	chrNC_000069.7	+	22203105	22203172	22130798	22131118	22233366	22233469
27302	"gene-Tbl1xr1"	"Tbl1xr1"	chrNC_000069.7	+	22203105	22203172	22143576	22143686	22233366	22233469
27304	"gene-Tbl1xr1"	"Tbl1xr1"	chrNC_000069.7	+	22245555	22245697	22245078	22245211	22246183	22246247
27307	"gene-Usp33"	"Usp33"	chrNC_000069.7	+	152065919	152066072	152064272	152064335	152067536	152067639
27308	"gene-Usp33"	"Usp33"	chrNC_000069.7	+	152075913	152076054	152073872	152074287	152079022	152079135
27309	"gene-Usp33"	"Usp33"	chrNC_000069.7	+	152080256	152080426	152079022	152079135	152080527	152080622
27310	"gene-Usp33"	"Usp33"	chrNC_000069.7	+	152080256	152080426	152079022	152079135	152080551	152080622
27311	"gene-Usp33"	"Usp33"	chrNC_000069.7	+	152087351	152087521	152086150	152086277	152088547	152088629
27312	"gene-Usp33"	"Usp33"	chrNC_000069.7	+	152088547	152088629	152086150	152086277	152097286	152097355
27313	"gene-Usp33"	"Usp33"	chrNC_000069.7	+	152088547	152088629	152087351	152087521	152095377	152095468
27314	"gene-Usp33"	"Usp33"	chrNC_000069.7	+	152089752	152089861	152088547	152088629	152095377	152095468
27316	"gene-Usp33"	"Usp33"	chrNC_000069.7	+	152095377	152095468	152088547	152088629	152097286	152097355
27318	"gene-Usp33"	"Usp33"	chrNC_000069.7	+	152095377	152095480	152088547	152088629	152097286	152097355
27320	"gene-Osbpl2"	"Osbpl2"	chrNC_000068.8	+	179780005	179780150	179778771	179778905	179786624	179786759
27321	"gene-Osbpl2"	"Osbpl2"	chrNC_000068.8	+	179782897	179782973	179780005	179780150	179786624	179786759
27322	"gene-Osbpl2"	"Osbpl2"	chrNC_000068.8	+	179786881	179786979	179786624	179786759	179790218	179790401
27323	"gene-Osbpl2"	"Osbpl2"	chrNC_000068.8	+	179790218	179790401	179786624	179786759	179792808	179792898
27324	"gene-Osbpl2"	"Osbpl2"	chrNC_000068.8	+	179791971	179792079	179790218	179790401	179792808	179792898
27325	"gene-Osbpl2"	"Osbpl2"	chrNC_000068.8	+	179797059	179797200	179794991	179795115	179799621	179799745
27326	"gene-Arhgap26"	"Arhgap26"	chrNC_000084.7	+	38750662	38750827	38734530	38734750	38809770	38809858
27327	"gene-Arhgap26"	"Arhgap26"	chrNC_000084.7	+	38809770	38809858	38750662	38750827	38967844	38967995
27330	"gene-Arhgap26"	"Arhgap26"	chrNC_000084.7	+	39338336	39338373	39283092	39283171	39360420	39360486
27334	"gene-Arhgap26"	"Arhgap26"	chrNC_000084.7	+	39496169	39496261	39439754	39439905	39504126	39509338
27338	"gene-Epb41l5"	"Epb41l5"	chrNC_000067.7	-	119497774	119497903	119495525	119495590	119500535	119500633
27339	"gene-Epb41l5"	"Epb41l5"	chrNC_000067.7	-	119549615	119549694	119548404	119548449	119551655	119551698
27340	"gene-Epb41l5"	"Epb41l5"	chrNC_000067.7	-	119561274	119561379	119551655	119551698	119570206	119570388
27351	"gene-Ect2"	"Ect2"	chrNC_000069.7	-	27169544	27169699	27156543	27156651	27171926	27172065
27352	"gene-Ect2"	"Ect2"	chrNC_000069.7	-	27169547	27169699	27156543	27156651	27171926	27172065
27358	"gene-Gm57825"	"Gm57825"	chrNC_000084.7	-	88684197	88684388	88683398	88683506	88684772	88686387
27371	"gene-Rpe"	"Rpe"	chrNC_000067.7	+	66753735	66753875	66745604	66745684	66754271	66754406
27372	"gene-Ilkap"	"Ilkap"	chrNC_000067.7	-	91306187	91306307	91304039	91304121	91312286	91312380
27373	"gene-Ilkap"	"Ilkap"	chrNC_000067.7	-	91309572	91309694	91306187	91306307	91311025	91311113
27374	"gene-Ilkap"	"Ilkap"	chrNC_000067.7	-	91309572	91309694	91306187	91306307	91312286	91312380
27375	"gene-Ilkap"	"Ilkap"	chrNC_000067.7	-	91311025	91311113	91306187	91306307	91312286	91312380
27376	"gene-Ilkap"	"Ilkap"	chrNC_000067.7	-	91311025	91311113	91309572	91309694	91312286	91312380
27377	"gene-Ilkap"	"Ilkap"	chrNC_000067.7	-	91311025	91311113	91309572	91309694	91314936	91315063
27378	"gene-Ilkap"	"Ilkap"	chrNC_000067.7	-	91312286	91312380	91309572	91309694	91312961	91313068
27379	"gene-Ilkap"	"Ilkap"	chrNC_000067.7	-	91312961	91313068	91309572	91309694	91314936	91315063
27400	"gene-Dhfr"	"Dhfr"	chrNC_000079.7	+	92492157	92492207	92491290	92491852	92494434	92494540
27403	"gene-Tmem248"	"Tmem248"	chrNC_000071.7	+	130258289	130258467	130251175	130251413	130265643	130265794
27404	"gene-Tmem248"	"Tmem248"	chrNC_000071.7	+	130260595	130260881	130258289	130258467	130265643	130265794
27405	"gene-Akirin2"	"Akirin2"	chrNC_000070.7	+	34565127	34565277	34562311	34562455	34565933	34566005
27413	"gene-Pbdc1"	"Pbdc1"	chrNC_000086.8	+	104125543	104125684	104124976	104125036	104126299	104126411
27421	"gene-Zdhhc4"	"Zdhhc4"	chrNC_000071.7	-	143307509	143307649	143305985	143306230	143309886	143310065
27422	"gene-Zdhhc4"	"Zdhhc4"	chrNC_000071.7	-	143307523	143307649	143305985	143306230	143309886	143310065
27423	"gene-Zdhhc4"	"Zdhhc4"	chrNC_000071.7	-	143310639	143310713	143309886	143310065	143311853	143311978
27424	"gene-Zdhhc4"	"Zdhhc4"	chrNC_000071.7	-	143311853	143311978	143309886	143310065	143314145	143314325
27425	"gene-Zdhhc4"	"Zdhhc4"	chrNC_000071.7	-	143311853	143312060	143309886	143310065	143314145	143314325
27430	"gene-Gm38560"	"Gm38560"	chrNC_000076.7	-	82686362	82686556	82681048	82681830	82692955	82693091
27433	"gene-Hs2st1"	"Hs2st1"	chrNC_000069.7	-	144143355	144143453	144141222	144141380	144153030	144153169
27434	"gene-Hs2st1"	"Hs2st1"	chrNC_000069.7	-	144143355	144143453	144141222	144141380	144159712	144159798
27435	"gene-Hs2st1"	"Hs2st1"	chrNC_000069.7	-	144153030	144153169	144141222	144141380	144159712	144159798
27436	"gene-Hs2st1"	"Hs2st1"	chrNC_000069.7	-	144153030	144153169	144143355	144143453	144159712	144159798
27437	"gene-Hs2st1"	"Hs2st1"	chrNC_000069.7	-	144170807	144171046	144159712	144159798	144275494	144275977
27438	"gene-Hacd2"	"Hacd2"	chrNC_000082.7	+	34869089	34869108	34846194	34846312	34895975	34896064
27439	"gene-Hacd2"	"Hacd2"	chrNC_000082.7	+	34869089	34869108	34846194	34846312	34920125	34920247
27441	"gene-Hacd2"	"Hacd2"	chrNC_000082.7	+	34895975	34896064	34846194	34846312	34920125	34920247
