ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2631	"gene-Gm30827"	"Gm30827"	chrNC_000069.7	+	148709464	148715110	148709464	148712417	148712868	148715110	2631	3,0,3,0	0,2,0,0	0,2,0,6	0,0,1,0	78	39	0.952164893264056	0.999202115572178	1.0,0.0,1.0,NA	NA,1.0,0.0,1.0	0.0
2632	"gene-Dhrs3"	"Dhrs3"	chrNC_000070.7	+	144618711	144620279	144618711	144619480	144620154	144620279	2632	13,6,7,13	0,1,0,0	19,8,11,17	0,4,0,4	78	39	0.179811849658388	0.626478751660924	1.0,0.75,1.0,1.0	1.0,0.5,1.0,0.68	0.142
2633	"gene-Dhrs3"	"Dhrs3"	chrNC_000070.7	+	144618711	144620279	144618711	144619945	144620154	144620279	2633	21,9,13,16	1,1,2,0	17,11,14,20	0,1,0,1	78	39	0.379829387384553	0.761519418963738	0.913,0.818,0.765,1.0	1.0,0.846,1.0,0.909	-0.065
2635	"gene-Grm7"	"Grm7"	chrNC_000072.7	+	111479107	111485386	111479107	111484603	111485264	111485386	2635	4,11,8,5	0,0,0,1	0,1,6,7	0,0,0,0	78	39	0.368896109563396	0.757801769950722	1.0,1.0,1.0,0.714	NA,1.0,1.0,1.0	-0.072
2636	"gene-Grm7"	"Grm7"	chrNC_000072.7	+	111479107	111485386	111479107	111485155	111485264	111485386	2636	1,3,0,0	1,0,0,0	0,1,3,1	0,0,0,0	78	39	0.999202115572178	0.999202115572178	0.333,1.0,NA,NA	NA,1.0,1.0,1.0	-0.334
2637	"gene-St6galnac3"	"St6galnac3"	chrNC_000069.7	-	152903910	152911228	152903910	152906123	152906551	152911228	2637	22,22,29,18	0,0,1,1	18,15,20,30	0,0,0,1	78	39	0.799429288226981	0.999202115572178	1.0,1.0,0.935,0.9	1.0,1.0,1.0,0.938	-0.026
2640	"gene-Izumo4"	"Izumo4"	chrNC_000076.7	+	80540013	80540269	80540013	80540028	80540123	80540269	2640	51,61,65,56	1,1,3,1	82,56,75,76	9,6,0,9	78	39	0.18465331913459	0.626478751660924	0.962,0.968,0.915,0.966	0.82,0.824,1.0,0.809	0.089
2641	"gene-Izumo4"	"Izumo4"	chrNC_000076.7	+	80540013	80540269	80540013	80540028	80540251	80540269	2641	56,73,81,59	15,18,12,16	102,82,92,94	37,18,10,13	78	39	0.525150605680487	0.852020624483374	0.651,0.67,0.771,0.648	0.58,0.695,0.821,0.783	-0.035
2642	"gene-Izumo4"	"Izumo4"	chrNC_000076.7	+	80540013	80540269	80540013	80540123	80540251	80540269	2642	44,57,63,50	0,1,0,1	76,51,62,73	1,0,1,0	78	39	0.911127667062663	0.999202115572178	1.0,0.966,1.0,0.962	0.974,1.0,0.969,1.0	-0.004
2643	"gene-Izumo4"	"Izumo4"	chrNC_000076.7	+	80540454	80541209	80540454	80540547	80540897	80541209	2643	68,91,97,82	7,6,24,7	96,95,109,87	20,11,9,11	78	39	0.76907391246196	0.987655863913075	0.829,0.883,0.669,0.854	0.706,0.812,0.858,0.798	0.015
2644	"gene-Hcn3"	"Hcn3"	chrNC_000069.7	-	89058168	89058893	89058168	89058387	89058731	89058893	2644	83,121,97,97	38,28,37,27	101,78,113,88	48,29,39,67	78	39	0.106412868371074	0.518701915620627	0.522,0.684,0.567,0.642	0.513,0.574,0.592,0.396	0.085
2645	"gene-Hcn3"	"Hcn3"	chrNC_000069.7	-	89059937	89060367	89059937	89060080	89060185	89060367	2645	138,130,107,123	2,3,1,1	125,100,118,133	1,4,0,3	78	39	0.89304562562314	0.999202115572178	0.972,0.956,0.982,0.984	0.984,0.926,1.0,0.957	0.007
2646	"gene-Rab11fip2"	"Rab11fip2"	chrNC_000085.7	-	59891315	59895575	59891315	59894726	59895367	59895575	2646	144,146,110,117	5,4,3,5	140,93,82,95	9,4,8,4	78	39	0.0363141543231182	0.39974505336564	0.935,0.948,0.948,0.921	0.886,0.921,0.837,0.922	0.046
2648	"gene-Nhp2"	"Nhp2"	chrNC_000077.7	+	51510599	51510978	51510599	51510804	51510908	51510978	2648	9,7,1,5	151,146,114,147	9,4,9,5	134,114,94,139	78	39	0.253553858699988	0.685488563197717	0.029,0.023,0.004,0.017	0.032,0.017,0.046,0.018	-0.01
2649	"gene-Tmem68"	"Tmem68"	chrNC_000070.7	-	3569363	3569752	3569363	3569463	3569630	3569752	2649	132,159,151,142	1,2,1,0	94,101,80,102	2,3,0,1	78	39	0.198759692484524	0.639022092277116	0.985,0.975,0.987,1.0	0.959,0.944,1.0,0.981	0.016
2652	"gene-Nsmaf"	"Nsmaf"	chrNC_000070.7	-	6417164	6417877	6417164	6417207	6417745	6417877	2652	22,28,32,26	27,38,48,24	37,23,30,23	40,25,53,37	78	39	0.616698912979323	0.906106445066385	0.289,0.269,0.25,0.351	0.316,0.315,0.221,0.237	0.018
2655	"gene-Qsox2"	"Qsox2"	chrNC_000068.8	-	26099135	26101471	26099135	26099805	26101285	26101471	2655	55,67,58,53	5,2,5,5	77,61,43,64	4,5,3,3	78	39	0.619241365255969	0.908348412671085	0.846,0.944,0.853,0.841	0.906,0.859,0.878,0.914	-0.018
2657	"gene-Ccnl2"	"Ccnl2"	chrNC_000070.7	+	155902995	155903457	155902995	155903009	155903326	155903457	2657	258,338,308,254	4,2,4,6	301,289,320,351	0,1,5,17	78	39	0.510828817619605	0.846175073790748	0.97,0.988,0.975,0.955	1.0,0.993,0.97,0.912	0.003
2658	"gene-Ccnl2"	"Ccnl2"	chrNC_000070.7	+	155902995	155904885	155902995	155903009	155904162	155904885	2658	312,407,393,305	2,1,1,3	372,325,364,397	0,1,1,4	78	39	0.669255037603825	0.939132386439496	0.987,0.995,0.995,0.981	1.0,0.994,0.995,0.98	-0.003
2659	"gene-Ccnl2"	"Ccnl2"	chrNC_000070.7	+	155902995	155904885	155902995	155903457	155904162	155904885	2659	283,376,392,288	8,10,14,8	349,287,351,369	7,7,7,19	78	39	0.814949520666594	0.999202115572178	0.946,0.949,0.933,0.947	0.961,0.953,0.962,0.907	-0.002
2660	"gene-Ccnl2"	"Ccnl2"	chrNC_000070.7	+	155902995	155904885	155902995	155903009	155904785	155904885	2660	362,490,432,356	13,6,14,7	424,384,410,479	12,4,7,7	78	39	0.158511729140475	0.607839881376247	0.933,0.976,0.939,0.962	0.946,0.98,0.967,0.972	-0.014
2661	"gene-Xlr3b"	"Xlr3b"	chrNC_000086.8	+	72240958	72241991	72240958	72241076	72241891	72241991	2661	17,7,24,13	6,5,15,10	15,0,28,12	8,0,9,5	78	39	0.233870036380398	0.675487641095855	0.586,0.412,0.444,0.394	0.484,NA,0.609,0.545	-0.087
2662	"gene-Rev1"	"Rev1"	chrNC_000067.7	-	38113395	38114104	38113395	38113524	38113979	38114104	2662	28,38,41,19	1,3,3,2	60,33,39,39	5,6,3,1	78	39	0.569822269381628	0.87925952945638	0.933,0.864,0.872,0.826	0.857,0.733,0.867,0.951	0.022
2663	"gene-Uaca"	"Uaca"	chrNC_000075.7	+	60776856	60779565	60776856	60777312	60777822	60779565	2663	52,47,50,35	1,0,0,1	42,36,50,39	1,0,2,0	78	39	0.510146050383761	0.845551012123774	0.963,1.0,1.0,0.946	0.955,1.0,0.926,1.0	0.007
2664	"gene-Dcaf11"	"Dcaf11"	chrNC_000080.7	+	55797897	55798876	55797897	55798084	55798531	55798876	2664	57,54,58,48	38,18,37,34	60,47,42,49	23,26,25,26	78	39	0.413603557371114	0.782730567819443	0.429,0.6,0.439,0.414	0.566,0.475,0.457,0.485	-0.025
2665	"gene-Dcaf11"	"Dcaf11"	chrNC_000080.7	+	55797897	55798876	55797897	55798275	55798531	55798876	2665	33,32,42,35	4,1,3,4	50,38,37,32	3,6,2,2	78	39	0.975458369311868	0.999202115572178	0.805,0.941,0.875,0.814	0.893,0.76,0.902,0.889	-0.002
2666	"gene-Dcaf11"	"Dcaf11"	chrNC_000080.7	+	55797897	55798876	55797897	55798432	55798531	55798876	2666	46,49,48,46	10,9,14,13	51,50,47,51	10,13,5,11	78	39	0.287834406610059	0.711347464636488	0.697,0.731,0.632,0.639	0.718,0.658,0.825,0.699	-0.05
2667	"gene-Dcaf11"	"Dcaf11"	chrNC_000080.7	+	55797897	55798876	55797897	55798084	55798666	55798876	2667	121,91,106,110	11,9,15,11	89,85,94,99	13,16,16,19	78	39	0.00895898632650338	0.326195370029739	0.846,0.835,0.779,0.833	0.774,0.726,0.746,0.723	0.081
2668	"gene-Gm15423"	"Gm15423"	chrNC_000067.7	-	176735588	176738985	176735588	176737700	176738817	176738985	2668	0,1,0,0	1,1,0,1	0,1,0,0	0,0,0,1	78	39	0.682684065910461	0.949298477156821	0.0,0.333,NA,0.0	NA,1.0,NA,0.0	-0.389
2669	"gene-Tro"	"Tro"	chrNC_000086.8	-	149428689	149432651	149428689	149430409	149430469	149432651	2669	127,117,106,99	15,8,3,2	146,89,133,113	1,2,8,8	78	39	0.308204121163961	0.72901960816243	0.809,0.88,0.946,0.961	0.986,0.957,0.893,0.876	-0.029
2670	"gene-Tro"	"Tro"	chrNC_000086.8	-	149428689	149432651	149428689	149431495	149431597	149432651	2670	282,409,341,322	0,1,0,0	219,264,243,304	0,0,0,0	78	39	0.356501720702106	0.75267232586527	1.0,0.995,1.0,1.0	1.0,1.0,1.0,1.0	-0.001
2673	"gene-Tro"	"Tro"	chrNC_000086.8	-	149428689	149432651	149428689	149429115	149432460	149432651	2673	436,460,404,473	2,0,0,4	380,341,421,416	0,0,0,0	78	39	0.0091734178559929	0.326195370029739	0.991,1.0,1.0,0.983	1.0,1.0,1.0,1.0	-0.006
2674	"gene-Tro"	"Tro"	chrNC_000086.8	-	149428689	149432651	149428689	149429115	149432543	149432651	2674	444,461,399,475	0,2,0,0	395,362,425,409	0,0,0,0	78	39	0.120993010005577	0.549403600288681	1.0,0.991,1.0,1.0	1.0,1.0,1.0,1.0	-0.002
2677	"gene-C230012O17Rik"	"C230012O17Rik"	chrNC_000070.7	-	24961286	24966950	24961286	24962444	24962910	24966950	2677	2,1,4,1	0,0,0,0	1,3,1,0	1,0,0,0	78	39	0.20190600309733	0.639022092277116	1.0,1.0,1.0,1.0	0.333,1.0,1.0,NA	0.222
2678	"gene-C230012O17Rik"	"C230012O17Rik"	chrNC_000070.7	-	24961286	24966950	24961286	24962620	24962910	24966950	2678	4,1,0,1	0,0,0,0	2,1,1,0	0,0,1,0	78	39	0.999202115572178	0.999202115572178	1.0,1.0,NA,1.0	1.0,1.0,0.333,NA	0.222
2681	"gene-Gm32412"	"Gm32412"	chrNC_000070.7	-	31826567	31827839	31826567	31826726	31827449	31827839	2681	3,1,1,0	0,0,0,2	1,1,0,1	0,0,0,0	78	39	0.474928864803427	0.82208243563513	1.0,1.0,1.0,0.0	1.0,1.0,NA,1.0	-0.25
2684	"gene-Arrb2"	"Arrb2"	chrNC_000077.7	+	70330989	70331654	70330989	70331101	70331581	70331654	2684	24,31,28,34	3,1,0,4	38,36,34,29	2,2,1,1	78	39	0.555351246125069	0.86936855129947	0.8,0.939,1.0,0.81	0.905,0.9,0.944,0.935	-0.034
2689	"gene-Ccl27a"	"Ccl27a"	chrNC_000070.7	-	41771137	41773524	41771137	41771235	41773464	41773524	2689	190,218,201,178	143,120,90,142	190,198,225,227	116,90,117,125	78	39	0.236911463013022	0.67738945005889	0.399,0.476,0.528,0.385	0.45,0.524,0.49,0.476	-0.038
2690	"gene-Ccl27a"	"Ccl27a"	chrNC_000070.7	-	41771137	41773524	41771137	41771290	41773464	41773524	2690	182,212,201,182	9,17,5,8	187,199,218,227	2,5,8,13	78	39	0.186632880901626	0.626478751660924	0.91,0.862,0.953,0.919	0.979,0.952,0.932,0.897	-0.029
2691	"gene-Ccl27a"	"Ccl27a"	chrNC_000070.7	-	41771137	41773524	41771137	41771295	41773464	41773524	2691	181,212,195,180	17,3,7,9	188,202,214,227	9,13,7,11	78	39	0.760583289399897	0.987655863913075	0.842,0.972,0.933,0.909	0.913,0.886,0.939,0.912	0.001
2692	"gene-Ccl27a"	"Ccl27a"	chrNC_000070.7	-	41771137	41773524	41771137	41773350	41773464	41773524	2692	208,220,212,199	13,2,3,9	207,152,214,229	3,0,4,4	78	39	0.230959913642306	0.672290587413429	0.889,0.982,0.972,0.917	0.972,1.0,0.964,0.966	-0.036
2693	"gene-Gm45971"	"Gm45971"	chrNC_000073.7	-	12605447	12606417	12605447	12605525	12606360	12606417	2693	1,3,2,5	0,0,0,1	1,1,2,1	0,0,0,0	78	39	0.478777673838579	0.825241867009354	1.0,1.0,1.0,0.714	1.0,1.0,1.0,1.0	-0.072
2694	"gene-Gm45971"	"Gm45971"	chrNC_000073.7	-	12605447	12607407	12605447	12605525	12607305	12607407	2694	3,5,2,2	0,0,0,0	3,0,0,0	0,0,0,1	78	39	0.999202115572178	0.999202115572178	1.0,1.0,1.0,1.0	1.0,NA,NA,0.0	0.5
2698	"gene-Ttc14"	"Ttc14"	chrNC_000069.7	+	33854326	33854823	33854326	33854585	33854730	33854823	2698	26,19,30,32	3,8,2,6	26,22,20,29	12,3,1,5	78	39	0.982993397353081	0.999202115572178	0.812,0.543,0.882,0.727	0.52,0.786,0.909,0.744	0.001
2699	"gene-Ttc14"	"Ttc14"	chrNC_000069.7	+	33860964	33869009	33860964	33861082	33861987	33869009	2699	100,123,122,98	19,15,8,9	93,88,96,111	8,11,12,12	78	39	0.92811948795709	0.999202115572178	0.725,0.804,0.884,0.845	0.853,0.8,0.8,0.822	-0.004
2700	"gene-Ttc14"	"Ttc14"	chrNC_000069.7	+	33862004	33864180	33862004	33862097	33862834	33864180	2700	131,158,164,114	18,14,24,15	151,131,140,117	20,18,19,19	78	39	0.473363411944971	0.82088069867447	0.784,0.849,0.774,0.792	0.791,0.784,0.787,0.755	0.02
2707	"gene-Cklf"	"Cklf"	chrNC_000074.7	+	104988105	104988913	104988105	104988201	104988799	104988913	2707	40,34,25,33	0,0,1,1	31,30,45,36	0,0,2,1	78	39	0.827541492402698	0.999202115572178	1.0,1.0,0.926,0.943	1.0,1.0,0.918,0.947	0.001
2708	"gene-Sema3b"	"Sema3b"	chrNC_000075.7	-	107483754	107484133	107483754	107483853	107483952	107484133	2708	0,3,0,2	0,2,0,0	0,1,3,0	0,0,0,0	78	39	0.281060173632839	0.704875803492903	NA,0.429,NA,1.0	NA,1.0,1.0,NA	-0.285
2709	"gene-Aatk"	"Aatk"	chrNC_000077.7	-	119898136	119900301	119898136	119899270	119900100	119900301	2709	57,79,102,59	66,75,72,95	73,68,93,79	76,80,83,95	78	39	0.950028091430511	0.999202115572178	0.302,0.345,0.415,0.237	0.324,0.298,0.359,0.294	0.006
2710	"gene-Aatk"	"Aatk"	chrNC_000077.7	-	119900659	119903252	119900659	119901357	119901667	119903252	2710	226,275,257,224	2,2,4,1	248,222,209,208	3,5,1,7	78	39	0.157935803631803	0.607766887792022	0.983,0.986,0.97,0.991	0.976,0.957,0.991,0.937	0.017
2711	"gene-Ccdc14"	"Ccdc14"	chrNC_000082.7	+	34536322	34542239	34536322	34542027	34542106	34542239	2711	5,6,5,6	5,5,10,6	7,6,5,5	4,14,4,18	78	39	0.504840616324008	0.842315593540601	0.333,0.375,0.2,0.333	0.467,0.176,0.385,0.122	0.023
2712	"gene-Ppp1cc"	"Ppp1cc"	chrNC_000071.7	+	122310794	122311343	122310794	122310866	122311208	122311343	2712	425,417,455,413	14,9,8,9	486,434,404,468	3,4,8,11	78	39	0.0871563084247106	0.501271483177406	0.938,0.959,0.966,0.958	0.988,0.982,0.962,0.955	-0.017
2713	"gene-Ppp1cc"	"Ppp1cc"	chrNC_000071.7	+	122310794	122311343	122310794	122311018	122311208	122311343	2713	130,182,154,139	368,350,426,393	199,231,178,212	388,377,313,342	78	39	0.000484391633932102	0.13383740845544	0.15,0.206,0.153,0.15	0.204,0.235,0.221,0.237	-0.059
2714	"gene-Ppp1cc"	"Ppp1cc"	chrNC_000071.7	+	122312117	122313336	122312117	122312178	122313042	122313336	2714	292,212,307,273	51,52,54,50	272,271,269,301	63,41,60,67	78	39	0.441668214546337	0.795612662031552	0.741,0.671,0.74,0.732	0.683,0.768,0.692,0.692	0.012
2715	"gene-Ppp1cc"	"Ppp1cc"	chrNC_000071.7	+	122312117	122313336	122312117	122312178	122313051	122313336	2715	300,221,319,286	3,2,4,2	283,291,275,321	5,1,1,5	78	39	0.970286423620455	0.999202115572178	0.98,0.982,0.976,0.986	0.966,0.993,0.993,0.97	0.0
2719	"gene-Pgap4"	"Pgap4"	chrNC_000070.7	-	49584505	49587241	49584505	49586806	49586903	49587241	2719	172,154,131,142	1,1,2,0	136,111,127,124	1,4,2,4	78	39	0.034374351967163	0.389309898985785	0.989,0.987,0.97,1.0	0.986,0.933,0.969,0.939	0.03
2720	"gene-Dxo"	"Dxo"	chrNC_000083.7	+	35057762	35058157	35057762	35057883	35057962	35058157	2720	12,11,11,10	47,22,29,42	7,13,8,16	49,49,38,32	78	39	0.466802610227904	0.816361556229865	0.113,0.2,0.159,0.106	0.067,0.117,0.095,0.2	0.025
2721	"gene-Ccdc85b"	"Ccdc85b"	chrNC_000085.7	-	5503190	5507591	5503190	5507212	5507367	5507591	2721	335,228,247,338	4,4,0,10	240,239,328,283	2,8,4,6	78	39	0.583845613145687	0.887818067760888	0.977,0.966,1.0,0.944	0.984,0.937,0.976,0.959	0.008
2722	"gene-Rnf112"	"Rnf112"	chrNC_000077.7	-	61341653	61341860	61341653	61341728	61341803	61341860	2722	108,221,162,110	44,56,37,38	146,126,192,166	41,40,55,46	78	39	0.866928138843773	0.999202115572178	0.551,0.664,0.686,0.591	0.64,0.612,0.636,0.643	-0.01
2723	"gene-Rnf112"	"Rnf112"	chrNC_000077.7	-	61342838	61343289	61342838	61342967	61343085	61343289	2723	65,83,47,43	87,80,97,90	43,39,61,68	96,89,71,94	78	39	0.599475699468213	0.898742830352774	0.272,0.342,0.195,0.193	0.183,0.18,0.3,0.266	0.018
2730	"gene-Fktn"	"Fktn"	chrNC_000070.7	+	53739770	53742766	53739770	53739926	53742495	53742766	2730	4,6,10,4	0,0,0,0	6,4,1,11	2,0,0,1	78	39	0.00737691994855405	0.324133232753245	1.0,1.0,1.0,1.0	0.6,1.0,1.0,0.846	0.138
2731	"gene-Atosa"	"Atosa"	chrNC_000075.7	+	74926278	74931028	74926278	74926437	74930866	74931028	2731	39,40,42,48	23,19,39,28	41,32,41,53	33,35,30,34	78	39	0.184641589826367	0.626478751660924	0.459,0.513,0.35,0.462	0.383,0.314,0.406,0.438	0.061
2732	"gene-Lmtk3"	"Lmtk3"	chrNC_000073.7	+	45435874	45436384	45435874	45436008	45436233	45436384	2732	180,355,246,223	294,305,303,280	236,233,221,270	299,295,308,341	78	39	0.540014525378801	0.858492597020499	0.234,0.368,0.289,0.285	0.283,0.283,0.264,0.284	0.016
2733	"gene-Gigyf1"	"Gigyf1"	chrNC_000071.7	+	137516743	137517015	137516743	137516874	137516949	137517015	2733	37,43,49,35	3,2,2,2	32,39,32,52	0,2,2,3	78	39	0.675020393294075	0.942912713180753	0.86,0.915,0.925,0.897	1.0,0.907,0.889,0.897	-0.024
2734	"gene-Gigyf1"	"Gigyf1"	chrNC_000071.7	+	137516743	137517248	137516743	137516874	137517139	137517248	2734	51,72,67,42	32,56,44,28	48,53,51,60	51,51,38,42	78	39	0.0787889336280821	0.484810077979034	0.443,0.391,0.432,0.429	0.32,0.342,0.402,0.417	0.053
2735	"gene-Gigyf1"	"Gigyf1"	chrNC_000071.7	+	137516743	137517248	137516743	137517015	137517139	137517248	2735	42,53,54,44	3,2,3,4	42,55,39,52	2,2,1,1	78	39	0.120722686157772	0.549403600288681	0.875,0.93,0.9,0.846	0.913,0.932,0.951,0.963	-0.052
2736	"gene-Gigyf1"	"Gigyf1"	chrNC_000071.7	+	137518808	137519264	137518808	137519062	137519146	137519264	2736	30,24,45,26	29,21,33,38	42,33,31,39	41,43,26,37	78	39	0.800645865208305	0.999202115572178	0.341,0.364,0.405,0.255	0.339,0.277,0.373,0.345	0.008
2737	"gene-Gigyf1"	"Gigyf1"	chrNC_000071.7	+	137518808	137519264	137518808	137519062	137519149	137519264	2737	30,24,45,26	0,3,2,1	42,33,31,39	3,3,4,6	78	39	0.0606683653892462	0.46045891553299	1.0,0.8,0.918,0.929	0.875,0.846,0.795,0.765	0.092
2738	"gene-Gigyf1"	"Gigyf1"	chrNC_000071.7	+	137523433	137523821	137523433	137523621	137523691	137523821	2738	29,35,45,36	117,108,97,105	63,57,47,48	100,105,108,141	78	39	0.0539196056669807	0.46045891553299	0.11,0.139,0.188,0.146	0.24,0.213,0.179,0.145	-0.048
2744	"gene-Entrep1"	"Entrep1"	chrNC_000085.7	-	23952724	23954339	23952724	23953017	23953461	23954339	2744	6,11,4,6	10,4,1,1	5,1,7,4	6,4,10,10	78	39	0.0087653038247022	0.326195370029739	0.231,0.579,0.667,0.75	0.294,0.111,0.259,0.167	0.349
2745	"gene-Prelid3a"	"Prelid3a"	chrNC_000084.7	+	67610033	67611131	67610033	67610136	67611019	67611131	2745	38,57,51,33	32,64,42,58	29,27,33,37	48,45,43,47	78	39	0.0928636126518861	0.504192916443963	0.373,0.308,0.378,0.221	0.232,0.231,0.277,0.282	0.065
2746	"gene-Prelid3a"	"Prelid3a"	chrNC_000084.7	+	67611019	67613651	67611019	67611131	67612137	67613651	2746	28,64,36,27	33,46,27,34	34,37,39,40	33,24,42,32	78	39	0.86243307284099	0.999202115572178	0.298,0.41,0.4,0.284	0.34,0.435,0.317,0.385	-0.021
2747	"gene-Prelid3a"	"Prelid3a"	chrNC_000084.7	+	67611019	67613651	67611019	67611131	67612141	67613651	2747	28,64,35,30	17,25,14,16	34,37,40,40	8,15,12,25	78	39	0.438643087924686	0.794734984876004	0.452,0.561,0.556,0.484	0.68,0.552,0.625,0.444	-0.062
2749	"gene-Prox1"	"Prox1"	chrNC_000067.7	-	189850231	189855602	189850231	189855051	189855394	189855602	2749	44,31,48,22	2,1,1,2	40,39,55,48	5,0,3,3	78	39	0.515341197672266	0.850082226369237	0.917,0.939,0.96,0.846	0.8,1.0,0.902,0.889	0.018
2752	"gene-Dus3l"	"Dus3l"	chrNC_000083.7	+	57075517	57075902	57075517	57075628	57075805	57075902	2752	180,278,242,178	71,83,77,101	201,182,241,185	78,74,96,102	78	39	0.252727652982353	0.683924099108954	0.559,0.626,0.611,0.468	0.563,0.552,0.557,0.476	0.029
2753	"gene-Dgkq"	"Dgkq"	chrNC_000071.7	-	108797690	108798245	108797690	108797791	108798066	108798245	2753	54,91,74,45	16,25,24,16	67,51,54,62	27,24,38,40	78	39	0.00699844460173749	0.324133232753245	0.628,0.645,0.607,0.584	0.554,0.515,0.415,0.437	0.136
2754	"gene-Dgkq"	"Dgkq"	chrNC_000071.7	-	108798355	108798834	108798355	108798485	108798682	108798834	2754	36,58,55,32	2,4,1,3	49,42,26,46	1,1,1,0	78	39	0.043773287167244	0.43094428914459	0.9,0.879,0.965,0.842	0.961,0.955,0.929,1.0	-0.065
2755	"gene-Dgkq"	"Dgkq"	chrNC_000071.7	-	108798355	108798834	108798355	108798504	108798682	108798834	2755	33,52,51,31	19,13,24,23	41,41,29,41	23,20,14,21	78	39	0.730926057995373	0.971403895257919	0.465,0.667,0.515,0.403	0.471,0.506,0.509,0.494	0.018
2759	"gene-Ano8"	"Ano8"	chrNC_000074.7	-	71928659	71929565	71928659	71928962	71929042	71929565	2759	118,75,81,91	3,6,3,2	95,72,118,80	3,1,2,7	78	39	0.730647116800122	0.971403895257919	0.952,0.862,0.931,0.958	0.941,0.973,0.967,0.851	-0.007
2760	"gene-Ano8"	"Ano8"	chrNC_000074.7	-	71934262	71934670	71934262	71934394	71934595	71934670	2760	60,66,83,55	11,14,17,12	90,45,65,61	15,18,15,9	78	39	0.753683685480419	0.985065289963291	0.732,0.702,0.709,0.696	0.75,0.556,0.684,0.772	0.019
2761	"gene-Sugp2"	"Sugp2"	chrNC_000074.7	+	70713118	70713967	70713118	70713239	70713880	70713967	2761	137,199,160,152	11,15,11,10	173,128,138,159	12,20,20,16	78	39	0.0470801847952489	0.443967749451443	0.862,0.869,0.879,0.884	0.878,0.762,0.775,0.832	0.062
2762	"gene-Sugp2"	"Sugp2"	chrNC_000074.7	+	70713118	70715755	70713118	70713239	70715520	70715755	2762	94,121,105,92	76,71,52,53	102,77,106,84	61,47,57,48	78	39	0.637311202586188	0.918565911708731	0.382,0.46,0.502,0.465	0.455,0.45,0.482,0.467	-0.011
2763	"gene-Sugp2"	"Sugp2"	chrNC_000074.7	+	70713118	70715755	70713118	70713967	70715520	70715755	2763	67,93,60,76	34,53,39,39	93,51,84,80	52,53,53,58	78	39	0.10185968075254	0.517884679704359	0.496,0.467,0.435,0.494	0.472,0.325,0.442,0.408	0.061
2764	"gene-Mpp2"	"Mpp2"	chrNC_000077.7	-	101978966	101979341	101978966	101979068	101979245	101979341	2764	4,0,2,0	0,0,0,1	1,2,2,2	0,1,0,0	78	39	0.456902166975394	0.810170494628112	1.0,NA,1.0,0.0	1.0,0.5,1.0,1.0	-0.208
2765	"gene-Mpp2"	"Mpp2"	chrNC_000077.7	-	101978966	101979341	101978966	101979104	101979245	101979341	2765	4,0,1,0	0,0,0,0	1,2,2,2	0,1,1,1	78	39	0.0662534693394211	0.46045891553299	1.0,NA,1.0,NA	1.0,0.5,0.5,0.5	0.375
2766	"gene-Mpp2"	"Mpp2"	chrNC_000077.7	-	101978966	101979341	101978966	101979152	101979245	101979341	2766	3,0,1,0	0,0,0,0	1,0,1,2	0,0,1,0	78	39	0.0789936838988263	0.484810077979034	1.0,NA,1.0,NA	1.0,NA,0.333,1.0	0.222
2767	"gene-Srrm1"	"Srrm1"	chrNC_000070.7	-	135071809	135073756	135071809	135071980	135073626	135073756	2767	125,220,156,112	5,6,2,4	115,132,139,167	2,5,3,6	78	39	0.89179122152724	0.999202115572178	0.926,0.948,0.975,0.933	0.966,0.93,0.959,0.933	-0.002
2768	"gene-Trp53inp2"	"Trp53inp2"	chrNC_000068.8	+	155227209	155228089	155227209	155227384	155227800	155228089	2768	11,26,14,18	145,154,123,127	19,19,19,17	163,132,124,135	78	39	0.74943599261189	0.982767749210561	0.037,0.078,0.054,0.066	0.055,0.067,0.071,0.059	-0.004
2769	"gene-Trp53inp2"	"Trp53inp2"	chrNC_000068.8	+	155227209	155228089	155227209	155227384	155227920	155228089	2769	113,109,141,131	11,9,14,13	127,102,103,109	19,11,18,12	78	39	0.0425464239743111	0.429035654894239	0.837,0.858,0.834,0.834	0.77,0.823,0.741,0.82	0.052
2770	"gene-Gm39054"	"Gm39054"	chrNC_000073.7	+	98465337	98467015	98465337	98466251	98466972	98467015	2770	0,1,1,0	1,0,0,0	0,2,3,1	0,0,0,1	78	39	0.949429519127512	0.999202115572178	0.0,1.0,1.0,NA	NA,1.0,1.0,0.333	-0.111
2771	"gene-Hook1"	"Hook1"	chrNC_000070.7	+	95903901	95904680	95903901	95903945	95904645	95904680	2771	57,85,61,67	1,1,0,2	58,52,59,72	0,0,1,0	78	39	0.196998409702832	0.637130399001075	0.966,0.977,1.0,0.944	1.0,1.0,0.967,1.0	-0.02
2772	"gene-Hook1"	"Hook1"	chrNC_000070.7	+	95903901	95905262	95903901	95904680	95905179	95905262	2772	64,105,68,78	32,36,43,35	78,71,67,75	24,17,49,29	78	39	0.319584199840113	0.72901960816243	0.5,0.593,0.442,0.527	0.619,0.676,0.406,0.564	-0.051
