ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2892	"gene-Gm39260"	"Gm39260"	chrNC_000074.7	-	118144204	118148452	118144204	118144935	118147954	118148452
2893	"gene-Gm39260"	"Gm39260"	chrNC_000074.7	-	118144204	118148452	118144204	118148190	118148379	118148452
2894	"gene-Gm31774"	"Gm31774"	chrNC_000074.7	-	118472359	118474222	118472359	118472661	118473987	118474222
2895	"gene-Gm10614"	"Gm10614"	chrNC_000074.7	+	121316163	121316625	121316163	121316360	121316527	121316625
2896	"gene-Gm10614"	"Gm10614"	chrNC_000074.7	+	121318526	121325344	121318526	121318789	121321793	121325344
2897	"gene-Gm10614"	"Gm10614"	chrNC_000074.7	+	121318526	121325344	121318526	121319179	121321793	121325344
2898	"gene-Gm10614"	"Gm10614"	chrNC_000074.7	+	121318526	121325344	121318526	121321849	121322570	121325344
2899	"gene-Gm10614"	"Gm10614"	chrNC_000074.7	+	121318526	121325344	121318526	121321849	121322802	121325344
2900	"gene-Gm10614"	"Gm10614"	chrNC_000074.7	+	121318526	121325344	121318526	121318789	121325031	121325344
2901	"gene-Gm10614"	"Gm10614"	chrNC_000074.7	+	121318526	121325344	121318526	121323044	121325031	121325344
2902	"gene-Lck"	"Lck"	chrNC_000070.7	-	129451873	129452165	129451873	129451983	129452080	129452165
2903	"gene-Gm33199"	"Gm33199"	chrNC_000074.7	+	121519184	121522113	121519184	121519454	121520349	121522113
2904	"gene-Gm33368"	"Gm33368"	chrNC_000074.7	-	121598746	121601336	121598746	121598929	121599662	121601336
2905	"gene-Gm33368"	"Gm33368"	chrNC_000074.7	-	121598746	121601336	121598746	121598932	121599662	121601336
2906	"gene-Gm33368"	"Gm33368"	chrNC_000074.7	-	121598746	121601336	121598746	121600705	121601097	121601336
2907	"gene-Mthfsd"	"Mthfsd"	chrNC_000074.7	-	121823343	121825891	121823343	121824664	121825446	121825891
2908	"gene-Mthfsd"	"Mthfsd"	chrNC_000074.7	-	121825446	121825891	121825446	121825510	121825737	121825891
2909	"gene-Gm26747"	"Gm26747"	chrNC_000074.7	+	122155919	122157713	122155919	122156017	122156306	122157713
2910	"gene-Gm11592"	"Gm11592"	chrNC_000077.7	+	97171519	97171967	97171519	97171662	97171749	97171967
2911	"gene-Ptgir"	"Ptgir"	chrNC_000073.7	+	16640441	16641561	16640441	16640835	16641444	16641561
2912	"gene-Dis3l"	"Dis3l"	chrNC_000075.7	-	64243094	64244569	64243094	64243266	64243686	64244569
2913	"gene-C230057M02Rik"	"C230057M02Rik"	chrNC_000074.7	-	123456509	123461012	123456509	123456633	123460826	123461012
2914	"gene-C230057M02Rik"	"C230057M02Rik"	chrNC_000074.7	-	123456509	123461012	123456509	123460498	123460826	123461012
2915	"gene-C230057M02Rik"	"C230057M02Rik"	chrNC_000074.7	-	123461747	123462794	123461747	123461795	123462476	123462794
2916	"gene-C230057M02Rik"	"C230057M02Rik"	chrNC_000074.7	-	123461747	123462794	123461747	123461898	123462476	123462794
2917	"gene-C230057M02Rik"	"C230057M02Rik"	chrNC_000074.7	-	123461747	123463182	123461747	123461795	123463084	123463182
2918	"gene-C230057M02Rik"	"C230057M02Rik"	chrNC_000074.7	-	123461747	123463182	123461747	123462794	123463084	123463182
2919	"gene-Zfp131"	"Zfp131"	chrNC_000079.7	-	120237302	120237985	120237302	120237525	120237620	120237985
2920	"gene-Zfp131"	"Zfp131"	chrNC_000079.7	-	120237302	120237985	120237302	120237525	120237627	120237985
2921	"gene-Yes1"	"Yes1"	chrNC_000071.7	+	32841894	32844410	32841894	32842150	32843864	32844410
2922	"gene-Zfp276"	"Zfp276"	chrNC_000074.7	+	123991554	123991809	123991554	123991665	123991733	123991809
2923	"gene-Zfp276"	"Zfp276"	chrNC_000074.7	+	123994243	123995153	123994243	123994438	123994508	123995153
2924	"gene-Zfp276"	"Zfp276"	chrNC_000074.7	+	123994243	123995153	123994243	123994665	123994722	123995153
2925	"gene-Tcf25"	"Tcf25"	chrNC_000074.7	+	124127796	124130554	124127796	124127928	124129885	124130554
2926	"gene-Tcf25"	"Tcf25"	chrNC_000074.7	+	124127796	124130554	124127796	124127928	124129888	124130554
2927	"gene-Def8"	"Def8"	chrNC_000074.7	+	124179164	124179633	124179164	124179363	124179483	124179633
2928	"gene-Def8"	"Def8"	chrNC_000074.7	+	124186555	124187255	124186555	124186665	124187085	124187255
2929	"gene-Gm31814"	"Gm31814"	chrNC_000082.7	-	24033863	24035260	24033863	24034039	24035104	24035260
2930	"gene-Tbrg4"	"Tbrg4"	chrNC_000077.7	-	6565597	6566714	6565597	6565766	6566557	6566714
2931	"gene-Ssbp4"	"Ssbp4"	chrNC_000074.7	-	71050134	71050770	71050134	71050418	71050546	71050770
2932	"gene-Ssbp4"	"Ssbp4"	chrNC_000074.7	-	71050134	71050770	71050134	71050418	71050662	71050770
2933	"gene-Ssbp4"	"Ssbp4"	chrNC_000074.7	-	71051188	71051422	71051188	71051267	71051351	71051422
2934	"gene-Ssbp4"	"Ssbp4"	chrNC_000074.7	-	71051642	71051813	71051642	71051678	71051767	71051813
2935	"gene-Gm29773"	"Gm29773"	chrNC_000074.7	+	124625788	124627356	124625788	124626510	124627171	124627356
2936	"gene-Gm30005"	"Gm30005"	chrNC_000074.7	-	124804753	124805948	124804753	124804837	124804950	124805948
2937	"gene-Gm30005"	"Gm30005"	chrNC_000074.7	-	124804753	124805948	124804753	124805058	124805700	124805948
2938	"gene-Gm42054"	"Gm42054"	chrNC_000074.7	+	124931078	124933054	124931078	124931318	124931428	124933054
2939	"gene-Gm42054"	"Gm42054"	chrNC_000074.7	+	124931078	124933054	124931078	124931318	124932958	124933054
2940	"gene-Eri2"	"Eri2"	chrNC_000073.7	-	119386956	119389613	119386956	119387057	119389456	119389613
2941	"gene-Gm46058"	"Gm46058"	chrNC_000074.7	-	125411379	125414722	125411379	125413896	125413972	125414722
2942	"gene-Gm46058"	"Gm46058"	chrNC_000074.7	-	125413972	125415263	125413972	125414722	125414796	125415263
2943	"gene-Gm46059"	"Gm46059"	chrNC_000074.7	-	125511992	125517880	125511992	125512554	125517493	125517880
2944	"gene-Kcnk1"	"Kcnk1"	chrNC_000074.7	+	126756230	126757424	126756230	126756431	126757089	126757424
2945	"gene-Adgb"	"Adgb"	chrNC_000076.7	-	10306814	10307143	10306814	10306944	10307025	10307143
2946	"gene-Tle6"	"Tle6"	chrNC_000076.7	-	81429828	81430419	81429828	81430076	81430160	81430419
2947	"gene-Kbtbd3"	"Kbtbd3"	chrNC_000075.7	+	4309924	4312259	4309924	4310066	4312141	4312259
2948	"gene-1700016J18Rik"	"1700016J18Rik"	chrNC_000076.7	+	41894603	41896088	41894603	41894908	41895710	41896088
2949	"gene-Gm11820"	"Gm11820"	chrNC_000070.7	+	13095304	13096607	13095304	13095396	13096390	13096607
2950	"gene-Gm11820"	"Gm11820"	chrNC_000070.7	+	13101055	13101930	13101055	13101112	13101829	13101930
2951	"gene-Cep126"	"Cep126"	chrNC_000075.7	-	8104653	8112192	8104653	8105789	8112080	8112192
2952	"gene-Gm51708"	"Gm51708"	chrNC_000075.7	-	59543872	59544562	59543872	59544074	59544495	59544562
2953	"gene-Ccdc82"	"Ccdc82"	chrNC_000075.7	+	13248883	13252423	13248883	13248967	13251695	13252423
2954	"gene-Gm53498"	"Gm53498"	chrNC_000075.7	-	13676742	13677169	13676742	13676846	13676950	13677169
2955	"gene-Fam76b"	"Fam76b"	chrNC_000075.7	+	13750935	13757826	13750935	13751037	13751155	13757826
2956	"gene-Fam76b"	"Fam76b"	chrNC_000075.7	+	13750935	13757826	13750935	13751037	13755324	13757826
2957	"gene-Fam76b"	"Fam76b"	chrNC_000075.7	+	13751155	13757826	13751155	13751297	13755324	13757826
2958	"gene-Gm34069"	"Gm34069"	chrNC_000075.7	-	14170185	14174360	14170185	14173080	14173576	14174360
2959	"gene-Gm34069"	"Gm34069"	chrNC_000075.7	-	14170185	14174360	14170185	14173688	14174245	14174360
2960	"gene-Gm34069"	"Gm34069"	chrNC_000075.7	-	14174840	14175588	14174840	14174881	14175119	14175588
2961	"gene-Mtmr4"	"Mtmr4"	chrNC_000077.7	+	87483151	87483852	87483151	87483287	87483723	87483852
2962	"gene-Mtmr4"	"Mtmr4"	chrNC_000077.7	+	87483151	87483852	87483151	87483421	87483723	87483852
2963	"gene-Gm34651"	"Gm34651"	chrNC_000075.7	+	14635490	14637544	14635490	14636530	14637319	14637544
2964	"gene-Gm34651"	"Gm34651"	chrNC_000075.7	+	14642186	14643377	14642186	14642312	14642499	14643377
2965	"gene-Vstm5"	"Vstm5"	chrNC_000075.7	+	15168946	15169417	15168946	15169087	15169310	15169417
2966	"gene-Vstm5"	"Vstm5"	chrNC_000075.7	+	15168946	15170717	15168946	15169417	15169503	15170717
2967	"gene-Qsox1"	"Qsox1"	chrNC_000067.7	-	155653900	155655684	155653900	155654597	155655463	155655684
2968	"gene-Zfp317"	"Zfp317"	chrNC_000075.7	+	19535527	19537291	19535527	19535594	19537190	19537291
2969	"gene-Zfp317"	"Zfp317"	chrNC_000075.7	+	19554904	19556603	19554904	19555000	19556507	19556603
2970	"gene-Zfp317"	"Zfp317"	chrNC_000075.7	+	19554904	19556603	19554904	19555000	19556520	19556603
2971	"gene-Zfp426"	"Zfp426"	chrNC_000075.7	-	20403681	20404042	20403681	20403747	20403993	20404042
2972	"gene-Gm53625"	"Gm53625"	chrNC_000076.7	-	44516346	44517965	44516346	44517752	44517852	44517965
2973	"gene-Fbxl12"	"Fbxl12"	chrNC_000075.7	-	20555490	20556063	20555490	20555594	20555868	20556063
2974	"gene-Gm39299"	"Gm39299"	chrNC_000075.7	+	20655067	20657062	20655067	20655140	20655405	20657062
2975	"gene-Atp6ap1"	"Atp6ap1"	chrNC_000086.8	+	73342325	73343930	73342325	73342388	73343855	73343930
2976	"gene-Icam4"	"Icam4"	chrNC_000075.7	+	20941232	20941892	20941232	20941538	20941677	20941892
2977	"gene-Fdx2"	"Fdx2"	chrNC_000075.7	-	20984370	20984614	20984370	20984477	20984559	20984614
2978	"gene-Fdx2"	"Fdx2"	chrNC_000075.7	-	20984370	20984827	20984370	20984477	20984684	20984827
2979	"gene-Fdx2"	"Fdx2"	chrNC_000075.7	-	20984370	20984827	20984370	20984614	20984684	20984827
2980	"gene-Gm36118"	"Gm36118"	chrNC_000075.7	-	21071633	21073582	21071633	21072956	21073482	21073582
2981	"gene-Gm16754"	"Gm16754"	chrNC_000075.7	+	21142037	21144425	21142037	21142103	21142469	21144425
2982	"gene-Gm16754"	"Gm16754"	chrNC_000075.7	+	21142037	21144425	21142037	21142103	21144203	21144425
2983	"gene-Gm16754"	"Gm16754"	chrNC_000075.7	+	21142469	21144425	21142469	21142625	21144203	21144425
2984	"gene-Llgl1"	"Llgl1"	chrNC_000077.7	+	60603746	60605009	60603746	60603867	60603954	60605009
2985	"gene-Gm39447"	"Gm39447"	chrNC_000075.7	+	115368388	115368862	115368388	115368555	115368721	115368862
2986	"gene-Qtrt1"	"Qtrt1"	chrNC_000075.7	+	21330734	21331008	21330734	21330844	21330920	21331008
2987	"gene-Dnm2"	"Dnm2"	chrNC_000075.7	+	21390194	21391841	21390194	21390333	21391702	21391841
2988	"gene-Tmed1"	"Tmed1"	chrNC_000075.7	-	21420226	21420647	21420226	21420410	21420549	21420647
2989	"gene-Gm26511"	"Gm26511"	chrNC_000075.7	-	21632502	21634710	21632502	21632627	21633136	21634710
2990	"gene-H2-T22"	"H2-T22"	chrNC_000083.7	-	36353233	36353635	36353233	36353352	36353461	36353635
2991	"gene-Aldh9a1"	"Aldh9a1"	chrNC_000067.7	+	167183240	167183764	167183240	167183375	167183575	167183764
2992	"gene-Epor"	"Epor"	chrNC_000075.7	-	21871742	21872139	21871742	21871907	21871985	21872139
2993	"gene-Gm41708"	"Gm41708"	chrNC_000084.7	-	40042197	40043028	40042197	40042339	40042957	40043028
2994	"gene-Npsr1"	"Npsr1"	chrNC_000075.7	+	24009211	24009642	24009211	24009328	24009454	24009642
2995	"gene-Dpy19l1"	"Dpy19l1"	chrNC_000075.7	-	24323073	24325719	24323073	24324282	24325533	24325719
2996	"gene-Thyn1"	"Thyn1"	chrNC_000075.7	+	26917647	26918247	26917647	26917743	26918096	26918247
2997	"gene-Amigo2"	"Amigo2"	chrNC_000081.7	-	97141954	97145168	97141954	97144478	97144821	97145168
2998	"gene-Amigo2"	"Amigo2"	chrNC_000081.7	-	97141954	97145168	97141954	97144478	97144853	97145168
2999	"gene-Gm39314"	"Gm39314"	chrNC_000075.7	-	27695753	27697939	27695753	27697616	27697751	27697939
3000	"gene-Gm39314"	"Gm39314"	chrNC_000075.7	-	27695753	27697939	27695753	27697616	27697804	27697939
3001	"gene-Gm15521"	"Gm15521"	chrNC_000075.7	-	29501822	29503003	29501822	29502381	29502949	29503003
3002	"gene-Gm31513"	"Gm31513"	chrNC_000078.7	+	84242424	84243186	84242424	84242519	84243075	84243186
3003	"gene-Gm31497"	"Gm31497"	chrNC_000075.7	+	31817870	31818278	31817870	31818053	31818132	31818278
3004	"gene-Dus1l"	"Dus1l"	chrNC_000077.7	-	120686302	120687254	120686302	120686549	120686968	120687254
3005	"gene-Dhrs11"	"Dhrs11"	chrNC_000077.7	-	84712490	84713266	84712490	84712583	84713136	84713266
3006	"gene-Dhrs11"	"Dhrs11"	chrNC_000077.7	-	84712490	84713266	84712490	84712624	84713136	84713266
3007	"gene-Gm36188"	"Gm36188"	chrNC_000074.7	-	124512250	124514755	124512250	124512382	124514131	124514755
3008	"gene-Gm36188"	"Gm36188"	chrNC_000074.7	-	124512250	124514755	124512250	124512382	124514412	124514755
3009	"gene-Pcp2"	"Pcp2"	chrNC_000074.7	-	3674785	3675036	3674785	3674896	3675001	3675036
3010	"gene-Pcp2"	"Pcp2"	chrNC_000074.7	-	3674785	3675036	3674785	3674900	3675001	3675036
3011	"gene-L3mbtl1"	"L3mbtl1"	chrNC_000068.8	+	162786347	162788136	162786347	162786513	162787904	162788136
3012	"gene-L3mbtl1"	"L3mbtl1"	chrNC_000068.8	+	162786347	162789244	162786347	162786513	162788001	162789244
3013	"gene-L3mbtl1"	"L3mbtl1"	chrNC_000068.8	+	162786347	162789244	162786347	162786513	162789098	162789244
3014	"gene-L3mbtl1"	"L3mbtl1"	chrNC_000068.8	+	162786347	162789244	162786347	162788136	162789098	162789244
3015	"gene-L3mbtl1"	"L3mbtl1"	chrNC_000068.8	+	162805854	162806498	162805854	162805903	162806346	162806498
3016	"gene-L3mbtl1"	"L3mbtl1"	chrNC_000068.8	+	162808465	162809526	162808465	162809369	162809476	162809526
3017	"gene-Fez1"	"Fez1"	chrNC_000075.7	+	36733186	36733671	36733186	36733373	36733639	36733671
3018	"gene-Gm34538"	"Gm34538"	chrNC_000075.7	+	36971152	36979822	36971152	36971250	36979654	36979822
3019	"gene-Ccdc15"	"Ccdc15"	chrNC_000075.7	-	37211197	37212265	37211197	37211915	37211959	37212265
3020	"gene-Pnpla3"	"Pnpla3"	chrNC_000081.7	+	84070177	84073720	84070177	84070282	84070603	84073720
3021	"gene-Pnpla3"	"Pnpla3"	chrNC_000081.7	+	84070177	84073720	84070177	84070282	84071319	84073720
3022	"gene-Pnpla3"	"Pnpla3"	chrNC_000081.7	+	84070603	84073720	84070603	84070720	84071319	84073720
3023	"gene-Robo4"	"Robo4"	chrNC_000075.7	+	37316868	37317379	37316868	37317037	37317193	37317379
3024	"gene-Msantd2"	"Msantd2"	chrNC_000075.7	+	37397033	37401129	37397033	37400866	37400906	37401129
3025	"gene-Msantd2"	"Msantd2"	chrNC_000075.7	+	37424909	37428768	37424909	37424999	37428512	37428768
3026	"gene-Msantd2"	"Msantd2"	chrNC_000075.7	+	37424909	37428768	37424909	37424999	37428668	37428768
3027	"gene-Gm34736"	"Gm34736"	chrNC_000083.7	+	27428153	27431524	27428153	27431201	27431362	27431524
3028	"gene-Fam161b"	"Fam161b"	chrNC_000078.7	-	84392087	84393709	84392087	84393183	84393560	84393709
3029	"gene-Tex16"	"Tex16"	chrNC_000086.8	+	111150190	111151151	111150190	111150347	111150683	111151151
3030	"gene-Kmt5b"	"Kmt5b"	chrNC_000085.7	+	3864114	3868303	3864114	3865421	3865483	3868303
3031	"gene-Gm14377"	"Gm14377"	chrNC_000073.7	+	46745367	46759826	46745367	46753012	46759725	46759826
3032	"gene-Gm35150"	"Gm35150"	chrNC_000082.7	-	34505259	34505979	34505259	34505500	34505880	34505979
3033	"gene-Scn3b"	"Scn3b"	chrNC_000075.7	+	40199669	40202914	40199669	40199749	40199839	40202914
3034	"gene-Scn3b"	"Scn3b"	chrNC_000075.7	+	40199669	40202914	40199669	40199749	40200517	40202914
3035	"gene-Gm32293"	"Gm32293"	chrNC_000077.7	+	20898901	20900859	20898901	20898964	20899054	20900859
3036	"gene-Gm35835"	"Gm35835"	chrNC_000075.7	-	41642601	41648037	41642601	41647487	41647899	41648037
3037	"gene-Gm36590"	"Gm36590"	chrNC_000075.7	+	42591639	42596479	42591639	42591742	42594663	42596479
3038	"gene-Gm36648"	"Gm36648"	chrNC_000075.7	+	42859003	42860212	42859003	42859651	42859830	42860212
3039	"gene-Gm31434"	"Gm31434"	chrNC_000075.7	-	102872458	102873987	102872458	102873171	102873431	102873987
3040	"gene-Gm31434"	"Gm31434"	chrNC_000075.7	-	102872458	102873987	102872458	102873254	102873431	102873987
3041	"gene-Gm31434"	"Gm31434"	chrNC_000075.7	-	102872458	102873987	102872458	102873529	102873900	102873987
3042	"gene-Gm31434"	"Gm31434"	chrNC_000075.7	-	102876518	102879431	102876518	102876649	102877700	102879431
3043	"gene-Gm39325"	"Gm39325"	chrNC_000075.7	-	43982311	43983364	43982311	43982559	43982688	43983364
3044	"gene-Cenatac"	"Cenatac"	chrNC_000075.7	-	44321987	44323780	44321987	44322077	44323749	44323780
3045	"gene-Cenatac"	"Cenatac"	chrNC_000075.7	-	44323749	44324319	44323749	44323780	44324213	44324319
3046	"gene-Cenatac"	"Cenatac"	chrNC_000075.7	-	44323749	44324498	44323749	44323780	44324433	44324498
3047	"gene-Cenatac"	"Cenatac"	chrNC_000075.7	-	44323749	44324498	44323749	44324319	44324433	44324498
3048	"gene-Cenatac"	"Cenatac"	chrNC_000075.7	-	44323749	44324498	44323749	44324340	44324433	44324498
3049	"gene-Cenatac"	"Cenatac"	chrNC_000075.7	-	44324213	44324498	44324213	44324363	44324433	44324498
3050	"gene-Gm32788"	"Gm32788"	chrNC_000081.7	-	83176041	83180991	83176041	83178711	83178826	83180991
3051	"gene-A630039O03Rik"	"A630039O03Rik"	chrNC_000069.7	+	149203476	149207226	149203476	149205822	149206506	149207226
3052	"gene-A630039O03Rik"	"A630039O03Rik"	chrNC_000069.7	+	149203476	149207226	149203476	149206585	149207061	149207226
3053	"gene-Sidt2"	"Sidt2"	chrNC_000075.7	-	45858838	45859186	45858838	45858850	45859133	45859186
3054	"gene-Sidt2"	"Sidt2"	chrNC_000075.7	-	45858926	45859186	45858926	45858995	45859133	45859186
3055	"gene-Gm33561"	"Gm33561"	chrNC_000075.7	-	34742467	34766490	34742467	34742567	34760317	34766490
3056	"gene-Nxpe4"	"Nxpe4"	chrNC_000075.7	+	48272726	48273475	48272726	48272814	48273318	48273475
3057	"gene-Nxpe4"	"Nxpe4"	chrNC_000075.7	+	48272726	48273475	48272726	48272814	48273359	48273475
3058	"gene-Nxpe4"	"Nxpe4"	chrNC_000075.7	+	48272726	48273475	48272726	48272954	48273359	48273475
3059	"gene-Wars1"	"Wars1"	chrNC_000078.7	-	108825959	108827352	108825959	108826259	108827113	108827352
3060	"gene-Wars1"	"Wars1"	chrNC_000078.7	-	108825959	108827352	108825959	108826259	108827194	108827352
3061	"gene-Wars1"	"Wars1"	chrNC_000078.7	-	108825959	108827352	108825959	108826259	108827215	108827352
3062	"gene-Nnmt"	"Nnmt"	chrNC_000075.7	-	48503189	48503662	48503189	48503482	48503613	48503662
3063	"gene-Zfp692"	"Zfp692"	chrNC_000077.7	+	58198337	58198830	58198337	58198587	58198798	58198830
3064	"gene-Zfp692"	"Zfp692"	chrNC_000077.7	+	58198337	58198830	58198337	58198712	58198798	58198830
3065	"gene-Gm30042"	"Gm30042"	chrNC_000085.7	+	10267535	10268936	10267535	10268110	10268797	10268936
3066	"gene-Gm30042"	"Gm30042"	chrNC_000085.7	+	10267535	10268936	10267535	10268311	10268797	10268936
3067	"gene-Gm30042"	"Gm30042"	chrNC_000085.7	+	10267535	10268936	10267535	10268546	10268797	10268936
3068	"gene-Gm30042"	"Gm30042"	chrNC_000085.7	+	10271902	10277375	10271902	10272432	10273055	10277375
3069	"gene-Gm40520"	"Gm40520"	chrNC_000075.7	-	51663923	51666430	51663923	51664585	51666320	51666430
3070	"gene-Gm41427"	"Gm41427"	chrNC_000082.7	+	17753973	17755872	17753973	17755059	17755340	17755872
3071	"gene-Gm41427"	"Gm41427"	chrNC_000082.7	+	17760855	17762153	17760855	17761001	17761442	17762153
3072	"gene-Lrrc51"	"Lrrc51"	chrNC_000073.7	-	101562195	101562790	101562195	101562419	101562641	101562790
3073	"gene-Gm33125"	"Gm33125"	chrNC_000075.7	+	52339204	52339681	52339204	52339320	52339454	52339681
3074	"gene-Slc10a7"	"Slc10a7"	chrNC_000074.7	+	79458237	79460634	79458237	79458778	79459115	79460634
3075	"gene-Npat"	"Npat"	chrNC_000075.7	+	53473341	53474976	53473341	53474283	53474454	53474976
3076	"gene-B230307C23Rik"	"B230307C23Rik"	chrNC_000082.7	+	97816865	97817956	97816865	97816919	97817041	97817956
3077	"gene-Man2c1"	"Man2c1"	chrNC_000075.7	+	57041416	57042551	57041416	57041520	57042373	57042551
3078	"gene-Neil1"	"Neil1"	chrNC_000075.7	-	57053884	57054341	57053884	57053972	57054161	57054341
3079	"gene-Ulk3"	"Ulk3"	chrNC_000075.7	+	57501416	57501653	57501416	57501495	57501566	57501653
3080	"gene-Ulk3"	"Ulk3"	chrNC_000075.7	+	57501566	57501937	57501566	57501607	57501889	57501937
3081	"gene-Ulk3"	"Ulk3"	chrNC_000075.7	+	57501566	57501937	57501566	57501653	57501889	57501937
3082	"gene-Ulk3"	"Ulk3"	chrNC_000075.7	+	57501566	57501937	57501566	57501708	57501889	57501937
3083	"gene-Celf6"	"Celf6"	chrNC_000075.7	+	59496104	59496802	59496104	59496270	59496646	59496802
3084	"gene-Gm33699"	"Gm33699"	chrNC_000075.7	+	60963153	60963841	60963153	60963248	60963653	60963841
3085	"gene-Gm33699"	"Gm33699"	chrNC_000075.7	+	60963153	60963841	60963153	60963543	60963653	60963841
3086	"gene-Ankrd55"	"Ankrd55"	chrNC_000079.7	+	112424989	112425516	112424989	112425131	112425421	112425516
3087	"gene-Mcrip2"	"Mcrip2"	chrNC_000083.7	-	26087387	26087713	26087387	26087517	26087598	26087713
3088	"gene-Gm30444"	"Gm30444"	chrNC_000082.7	+	8824567	8825103	8824567	8824796	8825004	8825103
3089	"gene-Gm30444"	"Gm30444"	chrNC_000082.7	+	8824567	8825103	8824567	8824796	8825008	8825103
3090	"gene-Gm39352"	"Gm39352"	chrNC_000075.7	-	62445562	62447932	62445562	62445694	62445989	62447932
3091	"gene-Gm39352"	"Gm39352"	chrNC_000075.7	-	62445562	62447932	62445562	62446070	62446562	62447932
3092	"gene-Ercc8"	"Ercc8"	chrNC_000079.7	+	108320258	108320456	108320258	108320273	108320356	108320456
3093	"gene-Gm36033"	"Gm36033"	chrNC_000075.7	-	63843189	63844471	63843189	63843489	63843670	63844471
3094	"gene-Gm36033"	"Gm36033"	chrNC_000075.7	-	63843189	63844471	63843189	63843820	63843924	63844471
3095	"gene-Gm36033"	"Gm36033"	chrNC_000075.7	-	63843189	63844471	63843189	63843820	63844322	63844471
3096	"gene-Gm36033"	"Gm36033"	chrNC_000075.7	-	63843189	63844471	63843189	63843883	63844322	63844471
3097	"gene-Gm36033"	"Gm36033"	chrNC_000075.7	-	63843189	63844471	63843189	63844093	63844322	63844471
3098	"gene-Gm36033"	"Gm36033"	chrNC_000075.7	-	63844580	63845184	63844580	63844675	63845044	63845184
3099	"gene-Gm36033"	"Gm36033"	chrNC_000075.7	-	63848553	63849346	63848553	63848676	63848811	63849346
3100	"gene-Megf11"	"Megf11"	chrNC_000075.7	+	64613008	64616481	64613008	64613215	64613808	64616481
3101	"gene-Ankdd1a"	"Ankdd1a"	chrNC_000075.7	-	65395745	65398285	65395745	65396374	65398165	65398285
3102	"gene-Ankdd1a"	"Ankdd1a"	chrNC_000075.7	-	65409466	65410852	65409466	65409598	65410647	65410852
3103	"gene-Pif1"	"Pif1"	chrNC_000075.7	+	65494438	65495676	65494438	65494580	65494865	65495676
3104	"gene-Pif1"	"Pif1"	chrNC_000075.7	+	65494455	65495676	65494455	65494533	65494865	65495676
3105	"gene-Pif1"	"Pif1"	chrNC_000075.7	+	65494438	65495676	65494438	65494533	65494893	65495676
3106	"gene-Pif1"	"Pif1"	chrNC_000075.7	+	65494438	65495676	65494438	65494580	65494893	65495676
3107	"gene-Pif1"	"Pif1"	chrNC_000075.7	+	65494438	65495676	65494438	65495027	65495119	65495676
3108	"gene-Gm31587"	"Gm31587"	chrNC_000075.7	+	69818252	69819066	69818252	69818404	69818843	69819066
3109	"gene-Gm33889"	"Gm33889"	chrNC_000083.7	-	14215941	14217003	14215941	14216311	14216792	14217003
3110	"gene-Mindy2"	"Mindy2"	chrNC_000075.7	-	70506295	70512960	70506295	70512571	70512796	70512960
3111	"gene-Phf11b"	"Phf11b"	chrNC_000080.7	-	59558412	59559069	59558412	59558732	59558902	59559069
3112	"gene-Ccpg1"	"Ccpg1"	chrNC_000075.7	+	72922613	72923622	72922613	72922711	72923179	72923622
3113	"gene-Pigb"	"Pigb"	chrNC_000075.7	-	72920638	72923577	72920638	72922473	72923430	72923577
3114	"gene-Myo5c"	"Myo5c"	chrNC_000075.7	+	75211211	75212733	75211211	75211381	75212465	75212733
3115	"gene-Myo5c"	"Myo5c"	chrNC_000075.7	+	75211211	75212733	75211211	75211408	75212465	75212733
3116	"gene-Gm33750"	"Gm33750"	chrNC_000075.7	-	75143928	75144755	75143928	75144091	75144532	75144755
3117	"gene-Ncf4"	"Ncf4"	chrNC_000081.7	+	78128999	78129287	78128999	78129075	78129253	78129287
3118	"gene-Muc17"	"Muc17"	chrNC_000071.7	-	137177984	137184843	137177984	137182392	137182536	137184843
3119	"gene-Muc17"	"Muc17"	chrNC_000071.7	-	137177984	137184843	137177984	137181723	137183022	137184843
3120	"gene-Muc17"	"Muc17"	chrNC_000071.7	-	137177984	137184843	137177984	137181962	137183153	137184843
3121	"gene-Muc17"	"Muc17"	chrNC_000071.7	-	137177984	137190143	137177984	137184861	137187708	137190143
3122	"gene-Muc17"	"Muc17"	chrNC_000071.7	-	137187368	137190143	137187368	137187744	137187834	137190143
3123	"gene-Muc17"	"Muc17"	chrNC_000071.7	-	137187368	137190143	137187368	137188194	137188518	137190143
3124	"gene-Muc17"	"Muc17"	chrNC_000071.7	-	137187368	137190143	137187368	137188662	137188950	137190143
3125	"gene-Muc17"	"Muc17"	chrNC_000071.7	-	137187368	137190143	137187368	137188806	137188950	137190143
3126	"gene-Muc17"	"Muc17"	chrNC_000071.7	-	137187368	137190143	137187368	137189094	137189166	137190143
3127	"gene-Muc17"	"Muc17"	chrNC_000071.7	-	137187368	137190143	137187368	137189094	137189310	137190143
3128	"gene-Gm8149"	"Gm8149"	chrNC_000073.7	+	98554950	98558517	98554950	98556015	98556722	98558517
3129	"gene-Gm8149"	"Gm8149"	chrNC_000073.7	+	98554950	98558517	98554950	98556015	98556734	98558517
